customer_id,customer_region,customer_segment
1387,South,Small Business
1388,South,Corporate
1389,South,Consumer
1390,Midwest,Small Business
1391,South,Consumer
1392,West,Corporate
1393,West,Consumer
1394,South,Small Business
1395,West,Small Business
1396,Midwest,Small Business
1397,West,Small Business
1398,Midwest,Small Business
1399,East,Small Business
1400,East,Corporate
1401,East,Corporate
1402,East,Corporate
1403,West,Consumer
1404,South,Consumer
1405,West,Corporate
1406,Midwest,Consumer
1407,West,Consumer
1408,West,Small Business
1409,Midwest,Small Business
1410,East,Consumer
1411,East,Consumer
1412,East,Corporate
1413,South,Consumer
1414,Midwest,Small Business
1415,Midwest,Consumer
1416,West,Corporate
1417,South,Small Business
1418,East,Small Business
1419,South,Small Business
1420,Midwest,Small Business
1421,Midwest,Consumer
1422,West,Corporate
1423,West,Consumer
1424,Midwest,Consumer
1425,East,Small Business
1426,East,Corporate
1427,South,Small Business
1428,Midwest,Consumer
1429,Midwest,Consumer
1430,East,Small Business
1431,East,Consumer
1432,Midwest,Consumer
1433,West,Small Business
1434,Midwest,Consumer
1435,Midwest,Corporate
1436,East,Small Business
1437,East,Corporate
1438,West,Consumer
1439,West,Consumer
1440,South,Small Business
1441,Midwest,Consumer
1442,East,Small Business
1443,West,Small Business
1444,South,Small Business
1445,South,Small Business
1446,East,Small Business
1447,East,Corporate
1448,South,Small Business
1449,West,Corporate
1450,South,Consumer
1451,Midwest,Small Business
1452,Midwest,Consumer
1453,East,Small Business
1454,West,Corporate
1455,West,Corporate
1456,Midwest,Corporate
1457,South,Consumer
1458,East,Small Business
1459,South,Consumer
1460,South,Corporate
1461,South,Consumer
1462,West,Corporate
1463,Midwest,Corporate
1464,West,Corporate
1465,Midwest,Small Business
1466,East,Small Business
1467,East,Corporate
1468,South,Consumer
1469,Midwest,Consumer
1470,Midwest,Small Business
1471,Midwest,Corporate
1472,South,Consumer
1473,South,Corporate
1474,East,Consumer
1475,West,Small Business
1476,Midwest,Corporate
1477,Midwest,Corporate
1478,West,Consumer
1479,Midwest,Consumer
1480,South,Consumer
1481,South,Corporate
1482,Midwest,Small Business
1483,South,Small Business
1484,South,Consumer
1485,Midwest,Small Business
1486,East,Consumer
1487,West,Small Business
1488,South,Corporate
1489,East,Consumer
1490,South,Small Business
1491,South,Corporate
1492,West,Small Business
1493,South,Corporate
1494,West,Corporate
1495,West,Small Business
1496,West,Small Business
1497,East,Corporate
1498,Midwest,Corporate
1499,East,Corporate
1500,Midwest,Consumer
1501,Midwest,Corporate
1502,West,Consumer
1503,South,Corporate
1504,West,Consumer
1505,South,Corporate
1506,Midwest,Corporate
1507,West,Corporate
1508,South,Small Business
1509,East,Small Business
1510,South,Corporate
1511,West,Consumer
1512,East,Consumer
1513,South,Corporate
1514,South,Small Business
1515,South,Consumer
1516,South,Small Business
1517,South,Consumer
1518,East,Corporate
1519,Midwest,Small Business
1520,East,Consumer
1521,East,Corporate
1522,East,Corporate
1523,Midwest,Corporate
1524,West,Small Business
1525,Midwest,Small Business
1526,East,Corporate
1527,South,Small Business
1528,South,Consumer
1529,East,Corporate
1530,South,Corporate
1531,East,Small Business
1532,South,Corporate
1533,Midwest,Consumer
1534,West,Small Business
1535,West,Small Business
1536,Midwest,Corporate
1537,Midwest,Corporate
1538,East,Corporate
1539,East,Small Business
1540,East,Corporate
1541,South,Consumer
1542,East,Corporate
1543,Midwest,Corporate
1544,West,Small Business
1545,South,Corporate
1546,East,Small Business
1547,South,Corporate
1548,South,Consumer
1549,East,Consumer
1550,South,Small Business
1551,West,Small Business
1552,Midwest,Corporate
1553,Midwest,Corporate
1554,West,Consumer
1555,South,Corporate
1556,East,Consumer
1557,South,Small Business
1558,West,Corporate
1559,South,Small Business
1560,Midwest,Corporate
1561,South,Consumer
1562,West,Small Business
1563,Midwest,Small Business
1564,South,Corporate
1565,South,Small Business
1566,Midwest,Consumer
1567,East,Small Business
1568,Midwest,Small Business
1569,East,Corporate
1570,West,Small Business
1571,West,Corporate
1572,Midwest,Corporate
1573,Midwest,Small Business
1574,West,Consumer
1575,East,Corporate
1576,West,Small Business
1577,Midwest,Corporate
1578,West,Consumer
1579,Midwest,Consumer
1580,Midwest,Corporate
1581,West,Consumer
1582,East,Small Business
1583,South,Small Business
1584,West,Corporate
1585,South,Consumer
1586,West,Small Business
1587,South,Small Business
1588,East,Small Business
1589,East,Corporate
1590,West,Corporate
1591,Midwest,Small Business
1592,South,Small Business
1593,Midwest,Consumer
1594,Midwest,Consumer
1595,Midwest,Consumer
1596,East,Corporate
1597,West,Small Business
1598,West,Corporate
1599,East,Small Business
1600,East,Consumer
1601,West,Consumer
1602,Midwest,Consumer
1603,South,Consumer
1604,South,Small Business
1605,South,Consumer
1606,Midwest,Small Business
1607,West,Small Business
1608,East,Corporate
1609,West,Consumer
1610,Midwest,Consumer
1611,East,Corporate
1612,Midwest,Small Business
1613,South,Consumer
1614,South,Small Business
1615,Midwest,Corporate
1616,East,Small Business
1617,East,Consumer
1618,West,Small Business
1619,South,Small Business
1620,West,Consumer
1621,West,Consumer
1622,Midwest,Small Business
1623,Midwest,Small Business
1624,West,Corporate
1625,South,Consumer
1626,Midwest,Small Business
1627,West,Consumer
1628,West,Corporate
1629,West,Small Business
1630,West,Small Business
1631,West,Small Business
1632,West,Consumer
1633,Midwest,Corporate
1634,South,Consumer
1635,West,Small Business
1636,East,Corporate
1637,Midwest,Small Business
1638,Midwest,Small Business
1639,West,Consumer
1640,Midwest,Small Business
1641,West,Corporate
1642,South,Small Business
1643,South,Small Business
1644,Midwest,Consumer
1645,Midwest,Corporate
1646,East,Consumer
1647,Midwest,Small Business
1648,East,Consumer
1649,South,Consumer
1650,South,Consumer
1651,West,Consumer
1652,South,Small Business
1653,East,Small Business
1654,Midwest,Corporate
1655,West,Consumer
1656,East,Consumer
1657,Midwest,Corporate
1658,West,Consumer
1659,South,Corporate
1660,East,Small Business
1661,Midwest,Corporate
1662,West,Consumer
1663,West,Corporate
1664,South,Small Business
1665,Midwest,Consumer
1666,South,Small Business
1667,South,Small Business
1668,Midwest,Corporate
1669,Midwest,Small Business
1670,Midwest,Consumer
1671,East,Small Business
1672,Midwest,Small Business
1673,West,Corporate
1674,South,Small Business
1675,East,Corporate
1676,Midwest,Corporate
1677,East,Consumer
1678,Midwest,Consumer
1679,East,Consumer
1680,South,Consumer
1681,South,Corporate
1682,West,Small Business
1683,West,Consumer
1684,Midwest,Consumer
1685,South,Consumer
1686,East,Small Business
1687,East,Consumer
1688,East,Small Business
1689,West,Corporate
1690,East,Corporate
1691,West,Corporate
1692,West,Small Business
1693,Midwest,Consumer
1694,East,Consumer
1695,East,Consumer
1696,South,Consumer
1697,Midwest,Consumer
1698,South,Small Business
1699,Midwest,Corporate
1700,East,Consumer
1701,West,Corporate
1702,West,Small Business
1703,West,Small Business
1704,West,Consumer
1705,West,Small Business
1706,South,Corporate
1707,Midwest,Consumer
1708,East,Consumer
1709,South,Corporate
1710,Midwest,Consumer
1711,West,Consumer
1712,Midwest,Corporate
1713,Midwest,Consumer
1714,West,Consumer
1715,West,Corporate
1716,West,Small Business
1717,East,Corporate
1718,West,Consumer
1719,East,Corporate
1720,West,Consumer
1721,East,Consumer
1722,Midwest,Corporate
1723,South,Consumer
1724,Midwest,Small Business
1725,Midwest,Consumer
1726,West,Corporate
1727,East,Small Business
1728,South,Small Business
1729,West,Consumer
1730,West,Corporate
1731,West,Consumer
1732,Midwest,Consumer
1733,East,Corporate
1734,East,Corporate
1735,South,Consumer
1736,East,Small Business
1737,East,Consumer
1738,West,Small Business
1739,West,Consumer
1740,Midwest,Corporate
1741,West,Small Business
1742,West,Corporate
1743,West,Corporate
1744,West,Corporate
1745,Midwest,Corporate
1746,West,Corporate
1747,South,Consumer
1748,South,Small Business
1749,South,Consumer
1750,South,Consumer
1751,West,Consumer
1752,South,Corporate
1753,West,Consumer
1754,Midwest,Small Business
1755,South,Consumer
1756,East,Corporate
1757,South,Small Business
1758,South,Small Business
1759,West,Small Business
1760,South,Small Business
1761,East,Consumer
1762,West,Corporate
1763,West,Small Business
1764,Midwest,Small Business
1765,Midwest,Corporate
1766,South,Consumer
1767,Midwest,Small Business
1768,Midwest,Consumer
1769,Midwest,Consumer
1770,West,Consumer
1771,West,Consumer
1772,West,Small Business
1773,Midwest,Small Business
1774,West,Consumer
1775,Midwest,Consumer
1776,West,Corporate
1777,West,Corporate
1778,East,Corporate
1779,South,Small Business
1780,Midwest,Corporate
1781,East,Small Business
1782,West,Small Business
1783,Midwest,Small Business
1784,West,Small Business
1785,South,Corporate
1786,East,Consumer
1787,South,Consumer
1788,East,Consumer
1789,West,Corporate
1790,South,Consumer
1791,South,Corporate
1792,West,Corporate
1793,South,Corporate
1794,Midwest,Consumer
1795,East,Consumer
1796,East,Consumer
1797,East,Small Business
1798,Midwest,Corporate
1799,East,Small Business
1800,West,Corporate
1801,South,Consumer
1802,Midwest,Corporate
1803,East,Corporate
1804,West,Small Business
1805,South,Corporate
1806,South,Consumer
1807,Midwest,Corporate
1808,Midwest,Corporate
1809,Midwest,Corporate
1810,West,Small Business
1811,West,Corporate
1812,Midwest,Corporate
1813,East,Small Business
1814,South,Small Business
1815,South,Small Business
1816,West,Small Business
1817,South,Consumer
1818,East,Consumer
1819,South,Corporate
1820,West,Consumer
1821,West,Corporate
1822,East,Consumer
1823,East,Small Business
1824,South,Small Business
1825,South,Consumer
1826,West,Consumer
1827,East,Corporate
1828,East,Corporate
1829,East,Corporate
1830,South,Small Business
1831,East,Small Business
1832,West,Small Business
1833,West,Small Business
1834,South,Corporate
1835,Midwest,Small Business
1836,South,Small Business
1837,Midwest,Small Business
1838,East,Small Business
1839,South,Consumer
1840,West,Corporate
1841,East,Corporate
1842,West,Small Business
1843,East,Consumer
1844,South,Corporate
1845,Midwest,Corporate
1846,East,Small Business
1847,Midwest,Small Business
1848,East,Corporate
1849,West,Corporate
1850,West,Consumer
1851,East,Corporate
1852,Midwest,Corporate
1853,South,Small Business
1854,South,Corporate
1855,West,Small Business
1856,South,Corporate
1857,West,Corporate
1858,South,Corporate
1859,East,Consumer
1860,West,Small Business
1861,West,Consumer
1862,East,Corporate
1863,West,Consumer
1864,South,Small Business
1865,South,Corporate
1866,West,Consumer
1867,South,Consumer
1868,Midwest,Small Business
1869,West,Consumer
1870,East,Small Business
1871,Midwest,Corporate
1872,West,Corporate
1873,East,Consumer
1874,South,Corporate
1875,East,Corporate
1876,Midwest,Consumer
1877,South,Corporate
1878,West,Consumer
1879,South,Small Business
1880,West,Small Business
1881,West,Small Business
1882,East,Consumer
1883,East,Consumer
1884,East,Corporate
1885,Midwest,Corporate
1886,Midwest,Corporate
1887,East,Corporate
1888,Midwest,Corporate
1889,South,Consumer
1890,South,Consumer
1891,Midwest,Small Business
1892,Midwest,Small Business
1893,South,Small Business
1894,West,Small Business
1895,South,Consumer
1896,South,Consumer
1897,Midwest,Consumer
1898,South,Corporate
1899,Midwest,Corporate
1900,Midwest,Small Business
1901,East,Corporate
1902,South,Consumer
1903,West,Small Business
1904,East,Small Business
1905,Midwest,Corporate
1906,Midwest,Small Business
1907,West,Corporate
1908,Midwest,Corporate
1909,South,Small Business
1910,East,Corporate
1911,Midwest,Corporate
1912,Midwest,Corporate
1913,West,Corporate
1914,South,Small Business
1915,Midwest,Consumer
1916,West,Consumer
1917,Midwest,Corporate
1918,West,Corporate
1919,West,Corporate
1920,South,Consumer
1921,Midwest,Corporate
1922,South,Small Business
1923,West,Small Business
1924,East,Small Business
1925,Midwest,Consumer
1926,East,Corporate
1927,Midwest,Corporate
1928,South,Corporate
1929,South,Consumer
1930,South,Consumer
1931,South,Consumer
1932,South,Consumer
1933,East,Small Business
1934,South,Consumer
1935,West,Consumer
1936,West,Consumer
1937,East,Corporate
1938,Midwest,Corporate
1939,West,Corporate
1940,Midwest,Small Business
1941,East,Small Business
1942,Midwest,Consumer
1943,Midwest,Corporate
1944,Midwest,Small Business
1945,Midwest,Corporate
1946,East,Small Business
1947,West,Small Business
1948,South,Consumer
1949,Midwest,Consumer
1950,West,Small Business
1951,West,Consumer
1952,East,Small Business
1953,West,Small Business
1954,East,Corporate
1955,Midwest,Consumer
1956,Midwest,Consumer
1957,South,Consumer
1958,South,Corporate
1959,South,Corporate
1960,West,Corporate
1961,Midwest,Consumer
1962,East,Consumer
1963,South,Consumer
1964,East,Corporate
1965,East,Corporate
1966,South,Small Business
1967,Midwest,Corporate
1968,South,Small Business
1969,East,Consumer
1970,South,Corporate
1971,East,Consumer
1972,East,Consumer
1973,South,Consumer
1974,West,Consumer
1975,South,Corporate
1976,West,Consumer
1977,East,Small Business
1978,East,Corporate
1979,West,Consumer
1980,East,Corporate
1981,West,Small Business
1982,West,Consumer
1983,East,Small Business
1984,Midwest,Consumer
1985,West,Small Business
1986,South,Consumer
1987,South,Corporate
1988,East,Consumer
1989,Midwest,Corporate
1990,East,Consumer
1991,Midwest,Consumer
1992,West,Small Business
1993,West,Small Business
1994,West,Small Business
1995,West,Consumer
1996,South,Consumer
1997,South,Consumer
1998,East,Corporate
1999,Midwest,Corporate
2000,West,Consumer
2001,West,Small Business
2002,Midwest,Small Business
2003,Midwest,Small Business
2004,East,Consumer
2005,Midwest,Small Business
2006,West,Consumer
2007,West,Corporate
2008,West,Small Business
2009,West,Corporate
2010,West,Small Business
2011,East,Consumer
2012,West,Consumer
2013,East,Consumer
2014,West,Consumer
2015,South,Small Business
2016,South,Corporate
2017,South,Consumer
2018,South,Small Business
2019,East,Corporate
2020,East,Consumer
2021,Midwest,Corporate
2022,West,Consumer
2023,South,Corporate
2024,East,Corporate
2025,West,Consumer
2026,West,Small Business
2027,East,Corporate
2028,South,Consumer
2029,Midwest,Corporate
2030,West,Corporate
2031,Midwest,Small Business
2032,South,Corporate
2033,South,Corporate
2034,Midwest,Consumer
2035,South,Consumer
2036,West,Small Business
2037,Midwest,Corporate
2038,South,Corporate
2039,Midwest,Corporate
2040,West,Small Business
2041,South,Corporate
2042,West,Consumer
2043,South,Small Business
2044,East,Consumer
2045,South,Consumer
2046,Midwest,Small Business
2047,South,Consumer
2048,West,Corporate
2049,West,Small Business
2050,South,Consumer
2051,Midwest,Corporate
2052,East,Corporate
2053,Midwest,Consumer
2054,East,Corporate
2055,West,Small Business
2056,Midwest,Consumer
2057,East,Corporate
2058,South,Corporate
2059,West,Consumer
2060,South,Consumer
2061,West,Consumer
2062,Midwest,Consumer
2063,Midwest,Small Business
2064,West,Consumer
2065,West,Small Business
2066,West,Small Business
2067,Midwest,Consumer
2068,East,Small Business
2069,South,Consumer
2070,South,Consumer
2071,Midwest,Corporate
2072,South,Consumer
2073,West,Corporate
2074,East,Small Business
2075,South,Corporate
2076,East,Small Business
2077,West,Consumer
2078,South,Small Business
2079,Midwest,Small Business
2080,East,Consumer
2081,West,Small Business
2082,East,Consumer
2083,South,Corporate
2084,South,Consumer
2085,Midwest,Consumer
2086,West,Small Business
2087,West,Corporate
2088,Midwest,Consumer
2089,Midwest,Corporate
2090,West,Corporate
2091,East,Small Business
2092,East,Consumer
2093,Midwest,Small Business
2094,East,Consumer
2095,West,Corporate
2096,South,Consumer
2097,South,Consumer
2098,East,Corporate
2099,Midwest,Corporate
2100,Midwest,Consumer
2101,Midwest,Small Business
2102,Midwest,Consumer
2103,Midwest,Corporate
2104,East,Small Business
2105,South,Corporate
2106,South,Corporate
2107,East,Small Business
2108,Midwest,Corporate
2109,East,Corporate
2110,South,Corporate
2111,West,Corporate
2112,East,Corporate
2113,Midwest,Corporate
2114,South,Corporate
2115,South,Corporate
2116,South,Corporate
2117,South,Consumer
2118,Midwest,Consumer
2119,West,Corporate
2120,South,Consumer
2121,East,Small Business
2122,West,Consumer
2123,South,Corporate
2124,West,Corporate
2125,East,Consumer
2126,South,Corporate
2127,East,Small Business
2128,Midwest,Small Business
2129,South,Corporate
2130,South,Small Business
2131,South,Small Business
2132,South,Consumer
2133,Midwest,Small Business
2134,South,Consumer
2135,West,Corporate
2136,South,Consumer
2137,Midwest,Corporate
2138,South,Corporate
2139,West,Corporate
2140,Midwest,Corporate
2141,Midwest,Corporate
2142,West,Consumer
2143,West,Corporate
2144,West,Small Business
2145,West,Small Business
2146,West,Corporate
2147,Midwest,Small Business
2148,Midwest,Consumer
2149,South,Consumer
2150,South,Corporate
2151,East,Corporate
2152,South,Corporate
2153,South,Small Business
2154,West,Small Business
2155,West,Consumer
2156,South,Small Business
2157,East,Consumer
2158,West,Small Business
2159,South,Consumer
2160,South,Corporate
2161,Midwest,Small Business
2162,East,Consumer
2163,Midwest,Small Business
2164,East,Corporate
2165,West,Consumer
2166,East,Small Business
2167,South,Small Business
2168,South,Corporate
2169,East,Corporate
2170,East,Consumer
2171,East,Small Business
2172,Midwest,Small Business
2173,East,Corporate
2174,West,Corporate
2175,Midwest,Consumer
2176,Midwest,Small Business
2177,East,Small Business
2178,West,Consumer
2179,Midwest,Consumer
2180,South,Corporate
2181,Midwest,Corporate
2182,East,Consumer
2183,West,Consumer
2184,East,Small Business
2185,South,Consumer
2186,South,Consumer
2187,South,Small Business
2188,East,Consumer
2189,Midwest,Corporate
2190,East,Corporate
2191,West,Small Business
2192,Midwest,Consumer
2193,South,Corporate
2194,East,Corporate
2195,South,Corporate
2196,South,Corporate
2197,West,Consumer
2198,Midwest,Consumer
2199,West,Consumer
2200,West,Consumer
2201,West,Corporate
2202,South,Small Business
2203,West,Small Business
2204,West,Corporate
2205,Midwest,Corporate
2206,Midwest,Small Business
2207,West,Small Business
2208,Midwest,Corporate
2209,Midwest,Corporate
2210,West,Consumer
2211,South,Consumer
2212,West,Small Business
2213,Midwest,Corporate
2214,South,Small Business
2215,East,Consumer
2216,South,Consumer
2217,Midwest,Small Business
2218,South,Consumer
2219,West,Corporate
2220,East,Small Business
2221,East,Corporate
2222,East,Corporate
2223,Midwest,Consumer
2224,Midwest,Corporate
2225,East,Small Business
2226,South,Corporate
2227,East,Corporate
2228,South,Corporate
2229,South,Corporate
2230,Midwest,Corporate
2231,South,Consumer
2232,East,Small Business
2233,Midwest,Consumer
2234,West,Small Business
2235,West,Small Business
2236,Midwest,Small Business
2237,East,Small Business
2238,West,Small Business
2239,West,Corporate
2240,South,Consumer
2241,South,Consumer
2242,East,Corporate
2243,Midwest,Small Business
2244,East,Consumer
2245,Midwest,Corporate
2246,West,Corporate
2247,South,Consumer
2248,East,Consumer
2249,East,Small Business
2250,Midwest,Small Business
2251,Midwest,Consumer
2252,East,Small Business
2253,Midwest,Corporate
2254,East,Small Business
2255,East,Small Business
2256,East,Corporate
2257,West,Small Business
2258,Midwest,Corporate
2259,South,Small Business
2260,South,Consumer
2261,Midwest,Small Business
2262,East,Consumer
2263,South,Consumer
2264,South,Consumer
2265,Midwest,Consumer
2266,South,Consumer
2267,East,Corporate
2268,Midwest,Corporate
2269,East,Corporate
2270,South,Consumer
2271,South,Small Business
2272,East,Corporate
2273,West,Small Business
2274,South,Small Business
2275,West,Consumer
2276,South,Consumer
2277,West,Consumer
2278,West,Corporate
2279,West,Consumer
2280,East,Corporate
2281,West,Corporate
2282,West,Corporate
2283,West,Corporate
2284,South,Consumer
2285,West,Corporate
2286,South,Consumer
2287,West,Consumer
2288,West,Corporate
2289,East,Consumer
2290,South,Small Business
2291,West,Consumer
2292,South,Consumer
2293,South,Corporate
2294,Midwest,Corporate
2295,East,Consumer
2296,East,Corporate
2297,East,Small Business
2298,Midwest,Small Business
2299,Midwest,Corporate
2300,East,Consumer
2301,Midwest,Small Business
2302,Midwest,Small Business
2303,Midwest,Consumer
2304,East,Corporate
2305,East,Small Business
2306,East,Consumer
2307,Midwest,Consumer
2308,East,Small Business
2309,Midwest,Corporate
2310,West,Small Business
2311,Midwest,Consumer
2312,South,Small Business
2313,East,Corporate
2314,East,Consumer
2315,South,Corporate
2316,Midwest,Small Business
2317,West,Small Business
2318,South,Corporate
2319,South,Small Business
2320,Midwest,Corporate
2321,East,Small Business
2322,Midwest,Corporate
2323,South,Corporate
2324,South,Consumer
2325,East,Consumer
2326,East,Corporate
2327,East,Small Business
2328,Midwest,Small Business
2329,East,Small Business
2330,South,Corporate
2331,South,Corporate
2332,West,Corporate
2333,Midwest,Corporate
2334,West,Consumer
2335,South,Corporate
2336,West,Small Business
2337,South,Consumer
2338,West,Small Business
2339,East,Corporate
2340,West,Consumer
2341,East,Corporate
2342,East,Consumer
2343,Midwest,Small Business
2344,East,Corporate
2345,East,Corporate
2346,West,Consumer
2347,South,Consumer
2348,Midwest,Corporate
2349,East,Consumer
2350,Midwest,Corporate
2351,West,Consumer
2352,East,Small Business
2353,West,Consumer
2354,Midwest,Small Business
2355,West,Consumer
2356,Midwest,Consumer
2357,West,Corporate
2358,Midwest,Consumer
2359,South,Consumer
2360,West,Small Business
2361,West,Consumer
2362,South,Corporate
2363,South,Small Business
2364,West,Corporate
2365,South,Corporate
2366,East,Corporate
2367,Midwest,Corporate
2368,Midwest,Small Business
2369,Midwest,Consumer
2370,East,Corporate
2371,South,Small Business
2372,South,Corporate
2373,West,Consumer
2374,South,Small Business
2375,West,Small Business
2376,East,Consumer
2377,Midwest,Small Business
2378,Midwest,Consumer
2379,Midwest,Small Business
2380,South,Small Business
2381,West,Consumer
2382,West,Consumer
2383,East,Small Business
2384,South,Small Business
2385,East,Consumer
2386,West,Consumer
2387,West,Small Business
2388,Midwest,Small Business
2389,South,Small Business
2390,West,Consumer
2391,Midwest,Small Business
2392,South,Corporate
2393,East,Consumer
2394,South,Small Business
2395,South,Consumer
2396,West,Corporate
2397,West,Consumer
2398,South,Small Business
2399,West,Corporate
2400,West,Corporate
2401,West,Small Business
2402,Midwest,Small Business
2403,Midwest,Small Business
2404,South,Consumer
2405,West,Consumer
2406,Midwest,Consumer
2407,South,Small Business
2408,West,Small Business
2409,East,Consumer
2410,West,Corporate
2411,West,Consumer
2412,Midwest,Corporate
2413,South,Small Business
2414,South,Small Business
2415,Midwest,Consumer
2416,West,Consumer
2417,East,Small Business
2418,West,Consumer
2419,West,Small Business
2420,East,Small Business
2421,Midwest,Corporate
2422,South,Consumer
2423,Midwest,Small Business
2424,Midwest,Consumer
2425,West,Corporate
2426,South,Corporate
2427,South,Consumer
2428,Midwest,Consumer
2429,East,Small Business
2430,Midwest,Corporate
2431,East,Corporate
2432,South,Corporate
2433,Midwest,Consumer
2434,West,Small Business
2435,Midwest,Consumer
2436,South,Consumer
2437,West,Consumer
2438,West,Small Business
2439,East,Consumer
2440,West,Corporate
2441,West,Corporate
2442,Midwest,Corporate
2443,South,Small Business
2444,East,Consumer
2445,Midwest,Small Business
2446,West,Consumer
2447,West,Corporate
2448,East,Consumer
2449,South,Consumer
2450,East,Consumer
2451,Midwest,Small Business
2452,East,Consumer
2453,West,Consumer
2454,Midwest,Consumer
2455,West,Small Business
2456,South,Small Business
2457,West,Small Business
2458,West,Consumer
2459,East,Corporate
2460,West,Corporate
2461,Midwest,Corporate
2462,Midwest,Consumer
2463,South,Corporate
2464,Midwest,Corporate
2465,East,Corporate
2466,South,Consumer
2467,Midwest,Corporate
2468,East,Corporate
2469,Midwest,Consumer
2470,Midwest,Small Business
2471,West,Corporate
2472,Midwest,Small Business
2473,Midwest,Corporate
2474,East,Consumer
2475,East,Small Business
2476,West,Small Business
2477,Midwest,Small Business
2478,West,Small Business
2479,Midwest,Corporate
2480,South,Corporate
2481,South,Small Business
2482,West,Corporate
2483,West,Small Business
2484,West,Small Business
2485,East,Consumer
2486,East,Small Business
2487,East,Corporate
2488,West,Small Business
2489,Midwest,Consumer
2490,South,Corporate
2491,West,Consumer
2492,East,Consumer
2493,East,Small Business
2494,West,Consumer
2495,West,Consumer
2496,East,Corporate
2497,Midwest,Consumer
2498,East,Small Business
2499,East,Small Business
2500,West,Small Business
2501,Midwest,Consumer
2502,East,Corporate
2503,East,Small Business
2504,South,Consumer
2505,West,Small Business
2506,South,Small Business
2507,South,Corporate
2508,East,Small Business
2509,West,Corporate
2510,Midwest,Consumer
2511,East,Small Business
2512,Midwest,Consumer
2513,Midwest,Consumer
2514,West,Consumer
2515,South,Small Business
2516,West,Corporate
2517,Midwest,Small Business
2518,East,Consumer
2519,Midwest,Corporate
2520,East,Consumer
2521,East,Corporate
2522,West,Small Business
2523,Midwest,Corporate
2524,South,Small Business
2525,Midwest,Consumer
2526,Midwest,Corporate
2527,South,Consumer
2528,West,Corporate
2529,Midwest,Small Business
2530,Midwest,Corporate
2531,East,Corporate
2532,Midwest,Small Business
2533,South,Small Business
2534,East,Small Business
2535,West,Corporate
2536,East,Consumer
2537,South,Corporate
2538,South,Corporate
2539,East,Consumer
2540,West,Small Business
2541,East,Corporate
2542,West,Consumer
2543,East,Small Business
2544,South,Small Business
2545,Midwest,Corporate
2546,Midwest,Small Business
2547,West,Small Business
2548,West,Consumer
2549,West,Consumer
2550,South,Small Business
2551,East,Consumer
2552,South,Small Business
2553,Midwest,Corporate
2554,West,Consumer
2555,East,Small Business
2556,Midwest,Small Business
2557,Midwest,Consumer
2558,Midwest,Consumer
2559,South,Corporate
2560,West,Small Business
2561,Midwest,Corporate
2562,West,Corporate
2563,South,Corporate
2564,Midwest,Consumer
2565,South,Corporate
2566,South,Consumer
2567,West,Consumer
2568,Midwest,Corporate
2569,South,Corporate
2570,Midwest,Small Business
2571,West,Corporate
2572,South,Small Business
2573,West,Corporate
2574,Midwest,Corporate
2575,Midwest,Corporate
2576,West,Corporate
2577,East,Small Business
2578,South,Small Business
2579,Midwest,Corporate
2580,Midwest,Corporate
2581,South,Small Business
2582,West,Consumer
2583,West,Consumer
2584,West,Consumer
2585,East,Small Business
2586,East,Small Business
2587,Midwest,Consumer
2588,West,Consumer
2589,South,Corporate
2590,Midwest,Small Business
2591,South,Small Business
2592,Midwest,Consumer
2593,East,Consumer
2594,Midwest,Small Business
2595,East,Corporate
2596,Midwest,Consumer
2597,West,Small Business
2598,South,Small Business
2599,West,Corporate
2600,Midwest,Corporate
2601,Midwest,Consumer
2602,Midwest,Consumer
2603,East,Consumer
2604,South,Small Business
2605,South,Consumer
2606,Midwest,Small Business
2607,Midwest,Consumer
2608,East,Corporate
2609,West,Corporate
2610,West,Small Business
2611,South,Corporate
2612,East,Small Business
2613,Midwest,Small Business
2614,South,Corporate
2615,East,Small Business
2616,West,Corporate
2617,East,Consumer
2618,West,Consumer
2619,East,Corporate
2620,South,Corporate
2621,West,Corporate
2622,South,Corporate
2623,South,Consumer
2624,West,Small Business
2625,West,Small Business
2626,Midwest,Consumer
2627,Midwest,Small Business
2628,Midwest,Consumer
2629,South,Small Business
2630,South,Corporate
2631,Midwest,Corporate
2632,South,Corporate
2633,South,Consumer
2634,West,Consumer
2635,West,Small Business
2636,South,Small Business
2637,Midwest,Small Business
2638,East,Consumer
2639,Midwest,Small Business
2640,East,Corporate
2641,Midwest,Small Business
2642,West,Corporate
2643,South,Consumer
2644,South,Corporate
2645,West,Corporate
2646,East,Corporate
2647,East,Consumer
2648,East,Consumer
2649,West,Consumer
2650,East,Consumer
2651,West,Small Business
2652,Midwest,Consumer
2653,Midwest,Corporate
2654,West,Consumer
2655,South,Small Business
2656,Midwest,Small Business
2657,East,Small Business
2658,West,Corporate
2659,East,Consumer
2660,East,Consumer
2661,South,Consumer
2662,East,Corporate
2663,South,Corporate
2664,Midwest,Small Business
2665,West,Small Business
2666,East,Consumer
2667,West,Corporate
2668,East,Corporate
2669,West,Consumer
2670,East,Consumer
2671,East,Small Business
2672,East,Small Business
2673,East,Small Business
2674,East,Consumer
2675,East,Consumer
2676,East,Small Business
2677,East,Small Business
2678,East,Corporate
2679,West,Corporate
2680,South,Small Business
2681,East,Small Business
2682,South,Corporate
2683,East,Small Business
2684,East,Corporate
2685,West,Corporate
2686,Midwest,Corporate
