order_id,warehouse_id,order_date,order_priority,planned_ship_date,is_delayed,delay_days,actual_ship_date,shipping_cost
105113,5,2024-11-12,Medium,2024-11-14,0,0,2024-11-14,13.34
105114,10,2024-05-02,Medium,2024-05-03,0,0,2024-05-03,53.97
105115,1,2024-03-27,High,2024-03-29,1,1,2024-03-30,20.64
105116,1,2024-10-09,Low,2024-10-13,1,3,2024-10-16,33.15
105117,11,2024-01-18,Low,2024-01-20,0,0,2024-01-20,64.73
105118,6,2024-04-01,Medium,2024-04-05,0,0,2024-04-05,67.34
105119,11,2024-09-02,Low,2024-09-04,0,0,2024-09-04,74.95
105120,9,2024-01-09,Medium,2024-01-10,0,0,2024-01-10,28.4
105121,10,2024-12-10,Low,2024-12-14,1,4,2024-12-18,81.31
105122,7,2024-07-29,Medium,2024-07-31,0,0,2024-07-31,14.88
105123,10,2024-12-25,Medium,2024-12-29,1,5,2025-01-03,69.5
105124,4,2024-03-31,Medium,2024-04-02,1,2,2024-04-04,29.79
105125,8,2024-09-29,Medium,2024-10-03,1,8,2024-10-11,54.38
105126,1,2024-05-07,Low,2024-05-08,1,6,2024-05-14,102.1
105127,5,2024-11-20,Low,2024-11-22,0,0,2024-11-22,35.47
105128,2,2024-07-15,Low,2024-07-19,0,0,2024-07-19,41.49
105129,11,2024-09-03,Medium,2024-09-06,1,8,2024-09-14,58.07
105130,3,2024-08-20,Low,2024-08-24,0,0,2024-08-24,59.12
105131,10,2024-10-11,Low,2024-10-14,1,1,2024-10-15,60.11
105132,4,2024-02-03,High,2024-02-05,0,0,2024-02-05,75.64
105133,1,2024-10-22,High,2024-10-26,0,0,2024-10-26,21.92
105134,5,2024-08-01,Low,2024-08-05,0,0,2024-08-05,11.43
105135,10,2024-06-06,High,2024-06-08,0,0,2024-06-08,23.97
105136,6,2024-01-28,Medium,2024-01-29,0,0,2024-01-29,58.19
105137,11,2024-10-26,High,2024-10-28,0,0,2024-10-28,53.13
105138,1,2024-02-01,Low,2024-02-04,1,2,2024-02-06,53.91
105139,4,2024-10-19,Medium,2024-10-20,0,0,2024-10-20,10.97
105140,2,2024-02-18,Low,2024-02-19,1,7,2024-02-26,53.12
105141,1,2024-08-09,High,2024-08-13,1,7,2024-08-20,62.18
105142,5,2024-08-13,Low,2024-08-14,1,8,2024-08-22,127.51
105143,12,2024-03-02,Medium,2024-03-04,0,0,2024-03-04,39.67
105144,11,2024-08-23,Medium,2024-08-26,0,0,2024-08-26,7.09
105145,1,2024-07-06,Low,2024-07-10,0,0,2024-07-10,29.0
105146,8,2024-09-20,Low,2024-09-21,0,0,2024-09-21,33.17
105147,2,2024-03-29,Medium,2024-03-30,0,0,2024-03-30,13.27
105148,5,2024-02-13,Medium,2024-02-16,0,0,2024-02-16,70.92
105149,3,2024-04-28,High,2024-04-29,0,0,2024-04-29,76.16
105150,6,2024-12-19,Low,2024-12-23,1,8,2024-12-31,69.86
105151,6,2024-01-19,Low,2024-01-20,0,0,2024-01-20,17.6
105152,8,2024-09-10,Medium,2024-09-14,1,7,2024-09-21,89.17
105153,11,2024-01-24,Medium,2024-01-27,0,0,2024-01-27,63.73
105154,5,2024-12-28,Low,2024-12-29,0,0,2024-12-29,31.64
105155,5,2024-04-04,Low,2024-04-05,0,0,2024-04-05,52.35
105156,5,2024-10-04,Medium,2024-10-06,0,0,2024-10-06,19.41
105157,9,2024-03-07,Medium,2024-03-11,0,0,2024-03-11,69.92
105158,2,2024-07-11,High,2024-07-12,0,0,2024-07-12,9.02
105159,3,2024-03-14,Medium,2024-03-15,1,6,2024-03-21,60.36
105160,4,2024-07-16,Low,2024-07-17,0,0,2024-07-17,52.12
105161,7,2024-10-24,Low,2024-10-25,0,0,2024-10-25,11.94
105162,10,2024-03-01,Low,2024-03-04,0,0,2024-03-04,49.73
105163,12,2024-03-11,Low,2024-03-12,1,2,2024-03-14,19.15
105164,1,2024-11-24,Critical,2024-11-25,0,0,2024-11-25,65.67
105165,3,2024-07-02,Low,2024-07-03,0,0,2024-07-03,60.29
105166,10,2024-08-01,High,2024-08-03,1,8,2024-08-11,67.24
105167,7,2024-03-17,High,2024-03-18,0,0,2024-03-18,12.65
105168,8,2024-06-26,Medium,2024-06-27,1,6,2024-07-03,56.7
105169,2,2024-10-21,Low,2024-10-22,0,0,2024-10-22,59.55
105170,11,2024-08-09,Low,2024-08-11,1,3,2024-08-14,64.39
105171,3,2024-06-17,Low,2024-06-21,0,0,2024-06-21,19.68
105172,7,2024-04-29,Low,2024-05-03,0,0,2024-05-03,48.64
105173,7,2024-10-25,Medium,2024-10-27,0,0,2024-10-27,61.32
105174,3,2024-11-01,Medium,2024-11-03,0,0,2024-11-03,75.53
105175,10,2024-06-07,High,2024-06-10,0,0,2024-06-10,54.39
105176,5,2024-01-26,Medium,2024-01-28,1,6,2024-02-03,54.7
105177,7,2024-07-07,High,2024-07-09,0,0,2024-07-09,45.18
105178,3,2024-07-26,Medium,2024-07-27,1,5,2024-08-01,80.13
105179,8,2024-03-21,Low,2024-03-22,0,0,2024-03-22,46.8
105180,12,2024-01-02,Low,2024-01-04,0,0,2024-01-04,37.45
105181,4,2024-12-11,Low,2024-12-13,0,0,2024-12-13,45.81
105182,11,2024-09-08,Medium,2024-09-10,0,0,2024-09-10,23.27
105183,7,2024-04-19,Medium,2024-04-22,1,6,2024-04-28,94.5
105184,2,2024-09-18,High,2024-09-19,0,0,2024-09-19,67.12
105185,5,2024-08-17,Low,2024-08-18,0,0,2024-08-18,66.48
105186,6,2024-05-26,Critical,2024-05-28,0,0,2024-05-28,7.24
105187,1,2024-03-13,Medium,2024-03-14,0,0,2024-03-14,21.47
105188,11,2024-07-12,High,2024-07-16,0,0,2024-07-16,14.49
105189,9,2024-08-16,Low,2024-08-19,1,3,2024-08-22,77.38
105190,9,2024-06-09,Critical,2024-06-13,0,0,2024-06-13,72.26
105191,4,2024-06-02,Low,2024-06-03,1,5,2024-06-08,84.33
105192,5,2024-03-02,Low,2024-03-04,1,3,2024-03-07,71.54
105193,9,2024-10-30,Medium,2024-11-01,1,5,2024-11-06,53.37
105194,10,2024-04-30,Medium,2024-05-04,0,0,2024-05-04,39.17
105195,11,2024-04-09,High,2024-04-10,1,7,2024-04-17,87.99
105196,2,2024-05-22,High,2024-05-26,0,0,2024-05-26,38.94
105197,5,2024-04-07,Low,2024-04-09,1,7,2024-04-16,51.92
105198,4,2024-12-28,Medium,2024-12-31,0,0,2024-12-31,32.2
105199,2,2024-02-27,Medium,2024-02-29,1,3,2024-03-03,30.94
105200,2,2024-08-04,High,2024-08-07,0,0,2024-08-07,74.41
105201,9,2024-07-26,Low,2024-07-30,0,0,2024-07-30,19.74
105202,10,2024-09-03,High,2024-09-05,1,5,2024-09-10,61.92
105203,12,2024-07-10,Low,2024-07-13,1,9,2024-07-22,134.41
105204,8,2024-08-25,High,2024-08-26,0,0,2024-08-26,57.32
105205,10,2024-02-11,High,2024-02-14,0,0,2024-02-14,27.28
105206,10,2024-01-03,Low,2024-01-05,0,0,2024-01-05,66.87
105207,8,2024-03-15,Low,2024-03-17,0,0,2024-03-17,35.58
105208,8,2024-05-14,Low,2024-05-16,0,0,2024-05-16,26.86
105209,5,2024-05-29,High,2024-05-31,0,0,2024-05-31,17.3
105210,4,2024-10-24,Medium,2024-10-28,0,0,2024-10-28,30.95
105211,10,2024-12-25,Medium,2024-12-26,1,6,2025-01-01,55.36
105212,3,2024-01-14,Medium,2024-01-16,0,0,2024-01-16,72.29
105213,2,2024-03-11,Medium,2024-03-15,0,0,2024-03-15,6.64
105214,10,2024-08-27,Low,2024-08-29,0,0,2024-08-29,37.35
105215,5,2024-04-24,Low,2024-04-26,0,0,2024-04-26,51.63
105216,8,2024-04-22,Low,2024-04-25,0,0,2024-04-25,21.65
105217,5,2024-04-28,Medium,2024-04-29,0,0,2024-04-29,43.06
105218,7,2024-03-11,Medium,2024-03-12,0,0,2024-03-12,56.37
105219,5,2024-09-08,Medium,2024-09-12,0,0,2024-09-12,16.52
105220,10,2024-05-29,Low,2024-06-01,1,3,2024-06-04,56.49
105221,9,2024-10-26,Medium,2024-10-30,0,0,2024-10-30,29.53
105222,8,2024-01-14,Low,2024-01-16,0,0,2024-01-16,77.28
105223,8,2024-09-30,Medium,2024-10-04,0,0,2024-10-04,63.34
105224,1,2024-08-22,Medium,2024-08-23,0,0,2024-08-23,59.02
105225,5,2024-04-16,Medium,2024-04-20,0,0,2024-04-20,49.81
105226,9,2024-07-17,Low,2024-07-21,0,0,2024-07-21,10.93
105227,11,2024-06-18,Medium,2024-06-21,0,0,2024-06-21,49.56
105228,8,2024-10-15,Medium,2024-10-18,0,0,2024-10-18,30.25
105229,1,2024-08-18,Low,2024-08-21,0,0,2024-08-21,42.94
105230,9,2024-09-23,Low,2024-09-24,1,6,2024-09-30,66.83
105231,10,2024-09-06,Medium,2024-09-07,0,0,2024-09-07,54.2
105232,1,2024-11-16,Medium,2024-11-17,0,0,2024-11-17,67.59
105233,5,2024-03-30,Low,2024-04-01,0,0,2024-04-01,53.71
105234,10,2024-11-22,Low,2024-11-24,0,0,2024-11-24,16.73
105235,1,2024-06-10,Medium,2024-06-12,1,7,2024-06-19,58.47
105236,8,2024-05-15,Low,2024-05-17,1,4,2024-05-21,94.52
105237,11,2024-11-15,Medium,2024-11-16,0,0,2024-11-16,14.99
105238,2,2024-04-02,Low,2024-04-03,0,0,2024-04-03,11.4
105239,6,2024-07-18,Critical,2024-07-21,0,0,2024-07-21,51.84
105240,2,2024-02-04,High,2024-02-08,0,0,2024-02-08,51.08
105241,2,2024-02-15,Low,2024-02-16,0,0,2024-02-16,76.04
105242,1,2024-05-26,Medium,2024-05-30,0,0,2024-05-30,14.39
105243,6,2024-07-09,Medium,2024-07-13,1,3,2024-07-16,38.17
105244,5,2024-08-06,Low,2024-08-10,1,2,2024-08-12,71.99
105245,4,2024-10-22,High,2024-10-26,0,0,2024-10-26,62.09
105246,12,2024-05-02,High,2024-05-06,0,0,2024-05-06,39.0
105247,4,2024-02-11,Medium,2024-02-12,1,2,2024-02-14,32.45
105248,9,2024-02-13,High,2024-02-15,0,0,2024-02-15,62.03
105249,11,2024-12-05,Medium,2024-12-06,0,0,2024-12-06,8.09
105250,2,2024-06-17,Medium,2024-06-21,0,0,2024-06-21,25.74
105251,10,2024-05-22,Medium,2024-05-23,0,0,2024-05-23,33.65
105252,7,2024-11-03,Medium,2024-11-04,1,5,2024-11-09,37.46
105253,5,2024-11-19,Medium,2024-11-21,0,0,2024-11-21,34.8
105254,10,2024-06-30,Critical,2024-07-03,1,4,2024-07-07,48.68
105255,9,2024-03-16,High,2024-03-18,0,0,2024-03-18,6.56
105256,4,2024-11-29,Medium,2024-12-02,0,0,2024-12-02,10.69
105257,6,2024-01-05,Low,2024-01-06,0,0,2024-01-06,55.9
105258,2,2024-06-02,Medium,2024-06-04,0,0,2024-06-04,31.2
105259,1,2024-07-20,Medium,2024-07-23,0,0,2024-07-23,60.68
105260,12,2024-09-01,Low,2024-09-02,0,0,2024-09-02,33.79
105261,1,2024-09-24,Low,2024-09-27,0,0,2024-09-27,67.89
105262,4,2024-03-11,High,2024-03-12,0,0,2024-03-12,56.48
105263,11,2024-10-06,Medium,2024-10-09,0,0,2024-10-09,8.75
105264,9,2024-09-02,Medium,2024-09-03,0,0,2024-09-03,16.52
105265,3,2024-01-01,Medium,2024-01-02,0,0,2024-01-02,48.0
105266,12,2024-01-23,Medium,2024-01-25,0,0,2024-01-25,76.54
105267,3,2024-05-19,Low,2024-05-20,0,0,2024-05-20,19.46
105268,12,2024-03-08,Low,2024-03-11,0,0,2024-03-11,75.64
105269,12,2024-12-25,High,2024-12-28,0,0,2024-12-28,38.48
105270,7,2024-09-16,Low,2024-09-20,0,0,2024-09-20,32.86
105271,8,2024-02-24,Medium,2024-02-27,1,3,2024-03-01,60.9
105272,11,2024-11-10,Medium,2024-11-12,0,0,2024-11-12,12.2
105273,6,2024-09-06,High,2024-09-10,0,0,2024-09-10,60.57
105274,1,2024-07-03,Medium,2024-07-05,1,9,2024-07-14,78.24
105275,6,2024-07-07,Medium,2024-07-10,1,4,2024-07-14,54.38
105276,8,2024-05-13,Low,2024-05-15,0,0,2024-05-15,37.9
105277,5,2024-10-26,Low,2024-10-28,1,2,2024-10-30,24.88
105278,8,2024-03-05,Medium,2024-03-07,0,0,2024-03-07,51.25
105279,12,2024-07-25,Low,2024-07-28,1,2,2024-07-30,36.42
105280,1,2024-03-12,Critical,2024-03-13,0,0,2024-03-13,22.36
105281,12,2024-03-17,Low,2024-03-21,0,0,2024-03-21,8.29
105282,4,2024-03-22,Critical,2024-03-25,0,0,2024-03-25,6.45
105283,12,2024-01-23,Low,2024-01-26,0,0,2024-01-26,67.26
105284,9,2024-04-20,Medium,2024-04-23,0,0,2024-04-23,38.83
105285,10,2024-02-27,Medium,2024-03-01,1,6,2024-03-07,44.76
105286,5,2024-06-26,Low,2024-06-30,0,0,2024-06-30,35.73
105287,10,2024-08-08,Medium,2024-08-09,0,0,2024-08-09,61.08
105288,12,2024-11-26,Medium,2024-11-28,0,0,2024-11-28,21.21
105289,10,2024-08-05,Medium,2024-08-09,0,0,2024-08-09,26.89
105290,3,2024-06-26,Medium,2024-06-29,0,0,2024-06-29,18.62
105291,3,2024-07-19,Low,2024-07-21,0,0,2024-07-21,48.02
105292,9,2024-11-05,Critical,2024-11-08,0,0,2024-11-08,51.63
105293,1,2024-09-27,Medium,2024-09-30,0,0,2024-09-30,50.63
105294,11,2024-09-08,High,2024-09-10,0,0,2024-09-10,15.68
105295,6,2024-06-26,Low,2024-06-29,1,7,2024-07-06,83.57
105296,6,2024-05-26,Medium,2024-05-28,0,0,2024-05-28,41.29
105297,10,2024-06-25,Medium,2024-06-28,0,0,2024-06-28,78.24
105298,8,2024-02-21,Medium,2024-02-23,1,2,2024-02-25,72.96
105299,8,2024-12-22,Low,2024-12-23,0,0,2024-12-23,10.4
105300,1,2024-06-14,Medium,2024-06-18,1,6,2024-06-24,86.25
105301,7,2024-03-28,Critical,2024-03-30,0,0,2024-03-30,57.13
105302,10,2024-12-27,Medium,2024-12-30,0,0,2024-12-30,34.22
105303,1,2024-03-31,Medium,2024-04-02,0,0,2024-04-02,70.01
105304,8,2024-12-14,Low,2024-12-18,0,0,2024-12-18,23.46
105305,5,2024-08-07,Low,2024-08-11,0,0,2024-08-11,54.9
105306,2,2024-08-10,High,2024-08-13,0,0,2024-08-13,34.57
105307,3,2024-08-30,Low,2024-09-02,0,0,2024-09-02,59.9
105308,11,2024-10-06,Medium,2024-10-09,0,0,2024-10-09,32.09
105309,9,2024-07-29,Medium,2024-08-02,0,0,2024-08-02,16.21
105310,2,2024-06-05,Medium,2024-06-08,0,0,2024-06-08,54.87
105311,4,2024-02-12,High,2024-02-14,0,0,2024-02-14,41.55
105312,7,2024-04-12,High,2024-04-13,0,0,2024-04-13,42.25
105313,8,2024-10-28,Medium,2024-10-30,1,1,2024-10-31,59.39
105314,11,2024-09-11,Medium,2024-09-14,0,0,2024-09-14,62.01
105315,3,2024-08-15,Medium,2024-08-18,0,0,2024-08-18,17.01
105316,10,2024-06-12,Medium,2024-06-15,0,0,2024-06-15,53.67
105317,10,2024-11-13,Medium,2024-11-16,1,8,2024-11-24,53.27
105318,9,2024-04-24,High,2024-04-25,1,7,2024-05-02,37.82
105319,8,2024-10-03,Medium,2024-10-05,0,0,2024-10-05,17.82
105320,6,2024-01-15,Medium,2024-01-19,0,0,2024-01-19,19.91
105321,12,2024-02-19,Critical,2024-02-23,0,0,2024-02-23,43.95
105322,8,2024-02-22,High,2024-02-23,0,0,2024-02-23,71.4
105323,11,2024-05-02,Low,2024-05-06,1,2,2024-05-08,48.73
105324,10,2024-07-16,Medium,2024-07-20,0,0,2024-07-20,6.41
105325,8,2024-05-24,High,2024-05-28,1,8,2024-06-05,104.43
105326,3,2024-11-19,Low,2024-11-23,0,0,2024-11-23,42.52
105327,7,2024-10-24,Critical,2024-10-25,0,0,2024-10-25,74.67
105328,8,2024-09-11,Critical,2024-09-15,0,0,2024-09-15,52.0
105329,12,2024-04-15,Low,2024-04-17,0,0,2024-04-17,47.71
105330,6,2024-02-27,Low,2024-02-28,0,0,2024-02-28,29.41
105331,6,2024-10-20,Low,2024-10-22,0,0,2024-10-22,37.11
105332,7,2024-07-10,High,2024-07-11,0,0,2024-07-11,64.82
105333,4,2024-06-22,Low,2024-06-25,1,6,2024-07-01,70.97
105334,10,2024-11-14,Low,2024-11-17,1,7,2024-11-24,87.13
105335,10,2024-02-13,High,2024-02-16,1,2,2024-02-18,43.37
105336,9,2024-02-09,Medium,2024-02-11,0,0,2024-02-11,16.96
105337,3,2024-01-11,Medium,2024-01-15,1,1,2024-01-16,83.97
105338,7,2024-04-02,Low,2024-04-04,0,0,2024-04-04,43.8
105339,9,2024-01-14,High,2024-01-18,0,0,2024-01-18,25.39
105340,8,2024-08-01,Critical,2024-08-04,0,0,2024-08-04,52.58
105341,7,2024-12-09,High,2024-12-11,0,0,2024-12-11,19.28
105342,5,2024-03-05,Low,2024-03-06,1,1,2024-03-07,43.02
105343,2,2024-07-29,Medium,2024-07-31,1,9,2024-08-09,63.59
105344,2,2024-12-17,Medium,2024-12-19,1,7,2024-12-26,71.52
105345,4,2024-05-21,High,2024-05-24,0,0,2024-05-24,50.71
105346,5,2024-09-17,High,2024-09-18,0,0,2024-09-18,79.62
105347,12,2024-11-22,Medium,2024-11-25,0,0,2024-11-25,55.94
105348,4,2024-12-26,High,2024-12-27,0,0,2024-12-27,78.29
105349,11,2024-07-30,Low,2024-08-02,0,0,2024-08-02,42.74
105350,2,2024-03-08,Medium,2024-03-12,0,0,2024-03-12,42.62
105351,4,2024-11-20,Critical,2024-11-23,1,6,2024-11-29,59.45
105352,11,2024-11-18,Medium,2024-11-21,0,0,2024-11-21,39.57
105353,5,2024-10-31,High,2024-11-02,0,0,2024-11-02,32.62
105354,4,2024-04-02,Medium,2024-04-03,1,4,2024-04-07,92.59
105355,6,2024-10-20,Medium,2024-10-22,0,0,2024-10-22,62.28
105356,10,2024-10-30,Medium,2024-10-31,0,0,2024-10-31,46.9
105357,7,2024-01-30,High,2024-02-02,0,0,2024-02-02,15.7
105358,5,2024-12-23,Medium,2024-12-26,0,0,2024-12-26,42.61
105359,9,2024-04-24,Medium,2024-04-26,0,0,2024-04-26,37.18
105360,4,2024-06-18,Low,2024-06-22,0,0,2024-06-22,23.25
105361,11,2024-03-14,High,2024-03-15,0,0,2024-03-15,52.01
105362,10,2024-05-31,Medium,2024-06-02,1,8,2024-06-10,35.44
105363,2,2024-01-11,High,2024-01-12,0,0,2024-01-12,22.75
105364,11,2024-09-19,Low,2024-09-21,1,3,2024-09-24,34.58
105365,10,2024-04-29,High,2024-05-01,0,0,2024-05-01,65.12
105366,8,2024-10-04,High,2024-10-08,0,0,2024-10-08,16.59
105367,4,2024-12-07,High,2024-12-09,0,0,2024-12-09,13.81
105368,4,2024-06-07,Low,2024-06-11,0,0,2024-06-11,20.87
105369,3,2024-06-16,Medium,2024-06-18,0,0,2024-06-18,12.92
105370,12,2024-05-10,Medium,2024-05-14,0,0,2024-05-14,8.72
105371,9,2024-08-17,Low,2024-08-18,0,0,2024-08-18,70.04
105372,4,2024-03-29,Critical,2024-04-02,0,0,2024-04-02,17.78
105373,2,2024-10-24,High,2024-10-26,0,0,2024-10-26,76.94
105374,11,2024-12-13,Medium,2024-12-15,0,0,2024-12-15,22.01
105375,1,2024-09-29,High,2024-10-03,1,4,2024-10-07,64.94
105376,12,2024-09-16,Medium,2024-09-19,1,4,2024-09-23,93.68
105377,1,2024-12-05,High,2024-12-09,0,0,2024-12-09,26.02
105378,8,2024-09-07,Medium,2024-09-11,0,0,2024-09-11,44.78
105379,1,2024-10-23,High,2024-10-24,0,0,2024-10-24,45.08
105380,5,2024-04-22,Low,2024-04-26,0,0,2024-04-26,15.04
105381,8,2024-03-30,Medium,2024-04-01,0,0,2024-04-01,50.01
105382,7,2024-02-03,Low,2024-02-07,0,0,2024-02-07,31.73
105383,7,2024-11-23,Low,2024-11-27,1,3,2024-11-30,69.87
105384,8,2024-04-10,Medium,2024-04-11,1,6,2024-04-17,28.32
105385,11,2024-04-21,Low,2024-04-22,0,0,2024-04-22,20.15
105386,3,2024-09-16,Medium,2024-09-19,0,0,2024-09-19,78.8
105387,5,2024-10-16,Critical,2024-10-18,0,0,2024-10-18,33.22
105388,2,2024-06-04,Medium,2024-06-05,1,6,2024-06-11,94.79
105389,5,2024-08-25,Low,2024-08-29,0,0,2024-08-29,68.11
105390,5,2024-03-09,Medium,2024-03-11,0,0,2024-03-11,74.62
105391,2,2024-06-05,Low,2024-06-07,1,4,2024-06-11,65.12
105392,10,2024-06-12,Medium,2024-06-14,0,0,2024-06-14,48.78
105393,12,2024-02-12,Medium,2024-02-13,0,0,2024-02-13,6.99
105394,6,2024-01-06,Low,2024-01-09,0,0,2024-01-09,37.84
105395,1,2024-08-09,Low,2024-08-10,0,0,2024-08-10,15.12
105396,8,2024-02-21,Low,2024-02-22,0,0,2024-02-22,20.87
105397,11,2024-04-29,High,2024-05-01,0,0,2024-05-01,46.38
105398,1,2024-10-21,Medium,2024-10-25,0,0,2024-10-25,33.39
105399,3,2024-04-19,Low,2024-04-21,1,9,2024-04-30,94.69
105400,1,2024-05-21,Low,2024-05-25,0,0,2024-05-25,79.54
105401,2,2024-10-27,Medium,2024-10-28,1,3,2024-10-31,46.56
105402,7,2024-08-05,Medium,2024-08-07,1,8,2024-08-15,63.08
105403,7,2024-03-30,High,2024-04-03,0,0,2024-04-03,54.11
105404,11,2024-09-07,Medium,2024-09-10,0,0,2024-09-10,6.98
105405,5,2024-05-03,Low,2024-05-04,0,0,2024-05-04,64.61
105406,5,2024-09-28,Medium,2024-09-29,1,3,2024-10-02,81.42
105407,7,2024-09-26,Medium,2024-09-28,1,8,2024-10-06,72.54
105408,10,2024-04-14,Low,2024-04-17,1,7,2024-04-24,59.27
105409,11,2024-10-08,Critical,2024-10-11,0,0,2024-10-11,54.81
105410,12,2024-06-18,Medium,2024-06-19,0,0,2024-06-19,46.94
105411,10,2024-03-05,Low,2024-03-06,0,0,2024-03-06,34.04
105412,5,2024-05-06,Medium,2024-05-08,0,0,2024-05-08,23.6
105413,8,2024-08-21,Medium,2024-08-23,0,0,2024-08-23,46.31
105414,3,2024-02-20,Medium,2024-02-24,0,0,2024-02-24,45.6
105415,2,2024-11-14,Low,2024-11-15,0,0,2024-11-15,48.65
105416,10,2024-08-02,Medium,2024-08-06,0,0,2024-08-06,7.53
105417,4,2024-05-09,Medium,2024-05-11,0,0,2024-05-11,26.76
105418,7,2024-09-16,Low,2024-09-17,0,0,2024-09-17,64.41
105419,9,2024-03-30,Medium,2024-04-01,1,8,2024-04-09,94.01
105420,3,2024-03-02,Low,2024-03-05,1,6,2024-03-11,50.48
105421,11,2024-02-12,Medium,2024-02-16,0,0,2024-02-16,79.85
105422,3,2024-02-15,Medium,2024-02-18,0,0,2024-02-18,9.05
105423,11,2024-09-26,Low,2024-09-27,0,0,2024-09-27,29.1
105424,7,2024-04-17,Low,2024-04-18,0,0,2024-04-18,50.1
105425,1,2024-03-18,Low,2024-03-19,0,0,2024-03-19,69.19
105426,7,2024-02-12,High,2024-02-14,0,0,2024-02-14,63.96
105427,2,2024-10-10,Medium,2024-10-12,1,5,2024-10-17,85.79
105428,10,2024-03-24,Low,2024-03-28,0,0,2024-03-28,64.57
105429,1,2024-01-19,High,2024-01-23,0,0,2024-01-23,64.97
105430,10,2024-11-18,Low,2024-11-21,0,0,2024-11-21,8.95
105431,9,2024-07-08,Low,2024-07-09,0,0,2024-07-09,14.76
105432,1,2024-03-18,Low,2024-03-21,0,0,2024-03-21,59.64
105433,8,2024-01-08,Medium,2024-01-10,0,0,2024-01-10,39.24
105434,10,2024-04-12,Low,2024-04-15,0,0,2024-04-15,12.38
105435,7,2024-02-29,Medium,2024-03-01,0,0,2024-03-01,67.99
105436,10,2024-02-13,Low,2024-02-17,0,0,2024-02-17,73.12
105437,9,2024-05-04,High,2024-05-08,0,0,2024-05-08,64.49
105438,12,2024-06-25,Medium,2024-06-26,0,0,2024-06-26,21.03
105439,5,2024-12-07,High,2024-12-11,0,0,2024-12-11,31.71
105440,3,2024-08-05,Low,2024-08-06,0,0,2024-08-06,5.81
105441,1,2024-12-23,Low,2024-12-25,0,0,2024-12-25,79.22
105442,2,2024-07-24,Low,2024-07-28,1,6,2024-08-03,70.89
105443,6,2024-10-05,Medium,2024-10-06,0,0,2024-10-06,41.23
105444,8,2024-02-19,Medium,2024-02-22,0,0,2024-02-22,28.16
105445,9,2024-06-27,High,2024-06-29,0,0,2024-06-29,19.78
105446,8,2024-03-09,Medium,2024-03-10,1,1,2024-03-11,75.27
105447,2,2024-03-30,Low,2024-04-03,0,0,2024-04-03,61.44
105448,1,2024-09-27,Medium,2024-09-28,0,0,2024-09-28,63.74
105449,10,2024-06-27,Low,2024-06-28,1,6,2024-07-04,97.36
105450,4,2024-11-27,High,2024-11-30,1,6,2024-12-06,73.0
105451,5,2024-12-06,Low,2024-12-09,1,9,2024-12-18,75.44
105452,10,2024-04-10,Low,2024-04-12,0,0,2024-04-12,38.28
105453,6,2024-09-29,Medium,2024-10-02,0,0,2024-10-02,9.04
105454,4,2024-05-08,Low,2024-05-10,0,0,2024-05-10,77.07
105455,5,2024-09-12,Medium,2024-09-15,0,0,2024-09-15,71.77
105456,8,2024-04-04,Medium,2024-04-06,0,0,2024-04-06,5.42
105457,10,2024-07-27,Medium,2024-07-28,1,4,2024-08-01,68.04
105458,3,2024-03-24,Low,2024-03-25,0,0,2024-03-25,36.41
105459,1,2024-02-22,High,2024-02-23,0,0,2024-02-23,56.87
105460,9,2024-09-16,Low,2024-09-17,1,3,2024-09-20,47.72
105461,9,2024-04-07,Low,2024-04-08,0,0,2024-04-08,33.82
105462,2,2024-07-09,Medium,2024-07-13,0,0,2024-07-13,31.83
105463,3,2024-03-31,Low,2024-04-03,0,0,2024-04-03,8.8
105464,8,2024-10-27,Low,2024-10-29,0,0,2024-10-29,40.84
105465,3,2024-05-12,Medium,2024-05-14,0,0,2024-05-14,73.61
105466,3,2024-07-14,Low,2024-07-17,0,0,2024-07-17,34.82
105467,6,2024-07-13,Medium,2024-07-14,1,2,2024-07-16,29.91
105468,6,2024-10-31,High,2024-11-01,0,0,2024-11-01,49.71
105469,7,2024-01-26,Low,2024-01-29,0,0,2024-01-29,48.45
105470,10,2024-09-04,High,2024-09-07,0,0,2024-09-07,76.4
105471,4,2024-09-11,Critical,2024-09-14,0,0,2024-09-14,51.41
105472,5,2024-12-12,Medium,2024-12-14,0,0,2024-12-14,67.92
105473,10,2024-10-26,High,2024-10-30,0,0,2024-10-30,76.03
105474,3,2024-12-25,High,2024-12-26,0,0,2024-12-26,36.47
105475,2,2024-06-09,Medium,2024-06-11,1,9,2024-06-20,51.27
105476,3,2024-09-21,Low,2024-09-23,0,0,2024-09-23,58.62
105477,12,2024-06-11,Low,2024-06-15,0,0,2024-06-15,43.16
105478,3,2024-08-17,High,2024-08-19,0,0,2024-08-19,18.93
105479,2,2024-01-08,Low,2024-01-12,0,0,2024-01-12,27.68
105480,1,2024-07-14,High,2024-07-17,1,4,2024-07-21,31.2
105481,11,2024-04-17,Low,2024-04-18,0,0,2024-04-18,48.38
105482,3,2024-08-22,High,2024-08-26,1,5,2024-08-31,103.0
105483,1,2024-09-26,Medium,2024-09-30,0,0,2024-09-30,60.82
105484,8,2024-11-27,Medium,2024-12-01,0,0,2024-12-01,9.86
105485,5,2024-01-20,Low,2024-01-21,0,0,2024-01-21,33.83
105486,12,2024-01-05,Medium,2024-01-09,0,0,2024-01-09,58.42
