order_id,customer_id,product_id,warehouse_id,order_date,quantity,order_priority,unit_price,supplier_id,sales_amount
109269,1070,430,9,2024-03-14,3,Medium,231.7,64,695.1
109270,5288,205,7,2024-06-14,1,Low,111.1,15,111.1
109271,7613,135,4,2024-12-19,1,Medium,426.33,17,426.33
109272,2670,45,1,2024-08-24,2,Low,493.14,37,986.28
109273,4142,278,12,2024-03-22,4,Medium,434.1,48,1736.4
109274,2772,135,4,2024-08-22,7,Medium,426.33,17,2984.31
109275,4636,378,3,2024-10-16,8,Low,324.16,4,2593.28
109276,4183,468,6,2024-04-21,7,Low,473.6,76,3315.2
109277,6947,52,11,2024-12-19,5,High,454.11,40,2270.55
109278,1409,229,1,2024-11-05,2,Medium,359.54,54,719.08
109279,3741,356,11,2024-10-13,3,Low,271.4,50,814.2
109280,265,68,4,2024-12-01,6,Low,481.98,36,2891.88
109281,3849,198,1,2024-04-07,4,Medium,30.03,37,120.12
109282,3094,494,1,2024-12-20,1,Medium,110.44,61,110.44
109283,7936,67,6,2024-07-30,1,Medium,119.56,53,119.56
109284,4799,3,6,2024-07-13,1,Medium,166.82,29,166.82
109285,1474,58,9,2024-11-09,3,Medium,68.22,17,204.66
109286,6376,376,11,2024-05-10,3,High,363.9,46,1091.7
109287,4282,451,7,2024-11-28,4,Medium,112.85,64,451.4
109288,326,256,6,2024-06-10,5,Medium,187.91,29,939.55
109289,1207,356,3,2024-09-24,4,Medium,271.4,50,1085.6
109290,4493,438,3,2024-07-05,1,High,319.81,15,319.81
109291,1505,265,5,2024-02-13,6,Critical,130.52,25,783.12
109292,5523,438,6,2024-04-14,4,Low,319.81,15,1279.24
109293,3535,464,6,2024-09-02,7,Low,284.22,11,1989.54
109294,1441,435,8,2024-05-03,2,High,458.27,3,916.54
109295,7370,16,8,2024-03-13,7,Low,171.05,37,1197.35
109296,5185,268,1,2024-03-18,8,Low,149.7,59,1197.6
109297,956,102,3,2024-06-14,6,Medium,408.76,3,2452.56
109298,555,404,5,2024-03-30,5,High,370.86,58,1854.3
109299,6877,437,9,2024-06-24,5,Low,294.49,46,1472.45
109300,5137,287,4,2024-08-06,8,Low,387.05,67,3096.4
109301,6941,222,5,2024-02-03,3,High,247.42,71,742.26
109302,3255,21,1,2024-11-06,6,High,54.69,24,328.14
109303,6535,387,7,2024-11-11,9,Medium,236.38,47,2127.42
109304,4140,21,2,2024-06-08,5,High,54.69,24,273.45
109305,4997,92,12,2024-12-28,6,Low,102.18,73,613.08
109306,5820,284,1,2024-09-28,9,Medium,282.81,45,2545.29
109307,4578,133,2,2024-06-18,3,Medium,386.8,16,1160.4
109308,2037,327,8,2024-08-18,9,High,108.8,66,979.2
109309,1287,453,1,2024-12-30,1,Low,110.52,72,110.52
109310,1198,329,1,2024-10-20,9,Low,90.49,46,814.41
109311,5561,175,1,2024-08-18,6,Medium,82.07,18,492.42
109312,4662,213,11,2024-04-02,8,High,438.05,70,3504.4
109313,2268,148,2,2024-12-07,9,Medium,388.44,59,3495.96
109314,3630,422,1,2024-05-11,3,Medium,205.1,53,615.3
109315,3466,232,2,2024-12-15,4,Medium,270.74,41,1082.96
109316,772,372,11,2024-08-23,2,Medium,204.67,51,409.34
109317,5315,165,7,2024-06-08,5,Low,202.2,33,1011.0
109318,2457,314,1,2024-04-22,9,Low,465.47,23,4189.23
109319,471,145,10,2024-05-01,1,Low,65.64,59,65.64
109320,1371,298,2,2024-01-01,1,High,245.76,59,245.76
109321,7630,476,3,2024-08-17,1,Medium,332.87,74,332.87
109322,3133,223,2,2024-04-13,5,Low,312.94,52,1564.7
109323,6310,353,3,2024-04-23,4,High,78.24,10,312.96
109324,672,416,7,2024-01-07,2,Medium,205.51,80,411.02
109325,1175,62,2,2024-08-17,1,Medium,295.85,64,295.85
109326,111,96,3,2024-10-26,4,Low,48.09,61,192.36
109327,3560,112,6,2024-08-16,1,Low,434.37,74,434.37
109328,6693,376,4,2024-05-31,3,Low,363.9,46,1091.7
109329,1027,87,1,2024-02-02,6,High,475.7,62,2854.2
109330,3555,405,8,2024-11-30,6,Low,467.84,38,2807.04
109331,7181,473,7,2024-12-10,3,Medium,22.44,54,67.32
109332,3234,417,8,2024-05-06,4,Low,36.83,27,147.32
109333,4440,255,9,2024-01-25,2,Medium,149.05,67,298.1
109334,1473,451,9,2024-11-09,9,High,112.85,64,1015.65
109335,2380,390,3,2024-05-19,1,Low,297.25,75,297.25
109336,6408,113,11,2024-04-13,5,Medium,32.16,57,160.8
109337,6227,254,9,2024-03-16,3,Low,72.51,56,217.53
109338,4873,348,11,2024-07-26,1,Low,315.88,64,315.88
109339,2972,322,6,2024-09-23,3,Medium,373.15,2,1119.45
109340,2382,32,10,2024-07-15,6,Low,59.55,4,357.3
109341,5500,64,10,2024-11-29,4,Medium,193.69,54,774.76
109342,3291,154,2,2024-02-13,7,Low,207.71,45,1453.97
109343,4754,446,1,2024-12-14,2,High,498.47,60,996.94
109344,1834,5,4,2024-11-17,2,Medium,200.71,2,401.42
109345,5929,395,9,2024-02-21,6,Medium,466.74,47,2800.44
109346,454,384,2,2024-07-12,7,High,455.14,75,3185.98
109347,6817,330,1,2024-02-19,8,Low,409.14,27,3273.12
109348,741,463,2,2024-01-12,8,High,206.37,8,1650.96
109349,5866,210,7,2024-07-22,3,Low,401.71,37,1205.13
109350,7257,433,5,2024-11-09,9,High,254.2,24,2287.8
109351,2381,462,5,2024-02-22,7,Medium,225.97,41,1581.79
109352,2358,92,10,2024-06-25,5,Low,102.18,73,510.9
109353,6871,222,4,2024-06-11,8,Medium,247.42,71,1979.36
109354,1444,190,1,2024-11-28,3,Medium,324.03,49,972.09
109355,3681,60,8,2024-04-12,6,High,328.11,62,1968.66
109356,1749,205,12,2024-08-22,6,Low,111.1,15,666.6
109357,2402,212,1,2024-09-22,9,Low,50.06,43,450.54
109358,4920,258,10,2024-11-08,3,Low,289.68,67,869.04
109359,3172,89,12,2024-03-03,7,Medium,233.27,26,1632.89
109360,4241,236,3,2024-11-12,3,Medium,128.81,5,386.43
109361,7178,443,2,2024-08-05,5,Low,82.84,9,414.2
109362,2007,363,2,2024-07-12,5,Low,26.43,52,132.15
109363,5164,371,9,2024-02-03,9,Low,72.47,32,652.23
109364,1787,332,9,2024-01-22,5,Low,266.3,60,1331.5
109365,1410,409,5,2024-09-29,3,Medium,492.57,35,1477.71
109366,1763,196,11,2024-12-03,2,Low,94.44,18,188.88
109367,910,426,2,2024-12-29,5,High,180.01,46,900.05
109368,761,332,10,2024-03-25,2,Medium,266.3,60,532.6
109369,6639,455,7,2024-05-05,9,Low,27.91,18,251.19
109370,5613,183,8,2024-08-01,1,Low,320.37,16,320.37
109371,3241,422,12,2024-05-03,6,Medium,205.1,53,1230.6
109372,2690,488,9,2024-07-31,2,High,129.15,38,258.3
109373,531,251,4,2024-09-12,1,Medium,297.55,68,297.55
109374,1360,224,1,2024-04-08,3,High,190.77,4,572.31
109375,3819,171,7,2024-04-11,2,Medium,204.31,34,408.62
109376,2028,198,7,2024-12-10,5,High,30.03,37,150.15
109377,2561,249,1,2024-09-25,6,Low,52.59,13,315.54
109378,2178,181,4,2024-07-29,3,Low,251.38,62,754.14
109379,5104,475,4,2024-03-14,3,High,360.83,33,1082.49
109380,7707,483,12,2024-03-11,2,Medium,401.96,33,803.92
109381,1538,384,1,2024-04-29,6,High,455.14,75,2730.84
109382,1274,277,7,2024-12-28,8,High,485.04,60,3880.32
109383,2782,404,3,2024-03-28,4,Low,370.86,58,1483.44
109384,947,275,12,2024-01-13,6,Medium,64.9,70,389.4
109385,5258,161,1,2024-11-14,5,Low,76.82,15,384.1
109386,1299,248,12,2024-11-21,9,Low,254.24,32,2288.16
109387,5098,319,7,2024-07-26,1,Low,469.79,30,469.79
109388,2512,452,3,2024-07-15,5,Low,450.05,77,2250.25
109389,2189,188,3,2024-10-08,9,Medium,84.43,5,759.87
109390,6064,19,3,2024-02-16,9,Low,397.87,53,3580.83
109391,7424,244,4,2024-05-24,9,High,446.36,50,4017.24
109392,882,113,5,2024-11-26,4,High,32.16,57,128.64
109393,1848,412,1,2024-07-24,2,Medium,461.21,24,922.42
109394,6600,278,3,2024-10-04,9,Low,434.1,48,3906.9
109395,1976,51,12,2024-02-08,4,Low,217.87,6,871.48
109396,6578,344,1,2024-12-16,4,High,450.79,22,1803.16
109397,5727,123,3,2024-04-14,8,Medium,420.78,72,3366.24
109398,4269,238,3,2024-04-08,6,High,194.87,47,1169.22
109399,4569,319,4,2024-05-01,8,Low,469.79,30,3758.32
109400,5543,62,12,2024-12-20,4,Low,295.85,64,1183.4
109401,7164,478,10,2024-10-28,3,Low,118.77,32,356.31
109402,2965,413,12,2024-08-08,5,Medium,436.25,12,2181.25
109403,6583,74,1,2024-10-11,3,Low,496.55,11,1489.65
109404,3064,245,5,2024-05-27,6,Low,300.86,62,1805.16
109405,3129,32,12,2024-11-20,1,High,59.55,4,59.55
109406,498,457,4,2024-04-21,8,Medium,286.77,38,2294.16
109407,7782,153,5,2024-07-04,3,Medium,439.56,60,1318.68
109408,2217,144,6,2024-10-10,6,Medium,185.5,72,1113.0
109409,989,15,3,2024-03-04,9,Medium,153.67,5,1383.03
109410,5702,443,3,2024-04-01,7,Medium,82.84,9,579.88
109411,2609,304,5,2024-01-27,4,Low,495.08,42,1980.32
109412,2476,274,5,2024-06-02,2,High,491.37,18,982.74
109413,4515,245,9,2024-02-19,4,Low,300.86,62,1203.44
109414,1371,279,7,2024-10-09,5,Medium,410.37,77,2051.85
109415,3589,55,6,2024-12-13,7,Medium,15.56,71,108.92
109416,2503,42,2,2024-08-01,7,Low,191.61,38,1341.27
109417,4810,387,9,2024-09-20,5,High,236.38,47,1181.9
109418,6346,455,10,2024-10-05,8,Medium,27.91,18,223.28
109419,179,359,3,2024-03-16,3,Low,84.32,47,252.96
109420,6201,52,7,2024-12-26,9,Medium,454.11,40,4086.99
109421,7866,11,8,2024-06-04,1,Low,475.8,2,475.8
109422,7772,311,9,2024-05-30,2,Low,241.07,45,482.14
109423,7972,88,5,2024-06-26,9,Critical,446.23,73,4016.07
109424,1930,227,6,2024-05-28,1,High,27.97,20,27.97
109425,5042,114,6,2024-10-07,3,Medium,22.92,55,68.76
109426,6115,25,5,2024-10-15,2,Low,226.35,14,452.7
109427,2549,92,7,2024-11-24,7,Medium,102.18,73,715.26
109428,4835,460,1,2024-04-14,8,Medium,232.11,45,1856.88
109429,6053,87,5,2024-02-27,1,Low,475.7,62,475.7
109430,112,81,11,2024-11-16,5,Low,232.73,22,1163.65
109431,3220,250,10,2024-12-10,6,Low,273.18,73,1639.08
109432,7949,250,6,2024-07-27,7,Low,273.18,73,1912.26
109433,715,425,12,2024-12-28,2,Low,179.71,27,359.42
109434,1402,421,3,2024-05-21,3,High,173.41,17,520.23
109435,2925,210,2,2024-07-04,9,Medium,401.71,37,3615.39
109436,6035,439,4,2024-06-22,7,Low,16.42,25,114.94
109437,7516,9,3,2024-12-06,2,Medium,166.46,20,332.92
109438,1382,493,6,2024-11-18,6,Critical,337.36,75,2024.16
109439,3128,99,6,2024-04-09,2,Low,352.1,25,704.2
109440,4909,36,4,2024-04-15,7,Medium,412.71,37,2888.97
109441,7484,57,12,2024-09-29,1,Medium,37.59,45,37.59
109442,3012,63,4,2024-04-20,9,Medium,481.46,2,4333.14
109443,1209,338,10,2024-06-15,8,Low,194.7,74,1557.6
109444,3126,276,10,2024-02-21,4,Low,204.95,37,819.8
109445,37,213,11,2024-02-24,9,Medium,438.05,70,3942.45
109446,7891,303,10,2024-04-04,9,High,41.05,53,369.45
109447,1829,20,11,2024-09-06,1,Medium,396.91,44,396.91
109448,3061,247,2,2024-07-21,2,Low,396.69,3,793.38
109449,3342,6,7,2024-11-19,3,Medium,15.31,1,45.93
109450,7007,73,9,2024-10-01,8,Medium,268.57,40,2148.56
109451,6876,107,9,2024-08-10,2,Medium,475.4,44,950.8
109452,7676,93,10,2024-06-03,4,High,237.21,40,948.84
109453,5348,285,2,2024-09-30,5,Low,290.09,62,1450.45
109454,7596,461,9,2024-12-24,6,High,266.95,33,1601.7
109455,3942,356,5,2024-12-27,9,Medium,271.4,50,2442.6
109456,7891,219,11,2024-02-22,6,Medium,100.42,62,602.52
109457,810,367,12,2024-01-14,7,Low,177.62,11,1243.34
109458,3073,377,6,2024-05-12,8,Medium,362.82,29,2902.56
109459,4119,49,1,2024-12-08,3,Low,390.8,57,1172.4
109460,1527,364,7,2024-10-19,7,Low,289.25,76,2024.75
109461,3520,390,8,2024-10-24,1,Medium,297.25,75,297.25
109462,4892,295,5,2024-02-17,9,Medium,151.43,80,1362.87
109463,496,288,6,2024-11-26,4,High,101.65,56,406.6
109464,4996,177,4,2024-10-09,4,High,251.14,39,1004.56
109465,425,299,3,2024-04-12,1,Low,270.97,48,270.97
109466,2748,108,3,2024-02-11,8,Medium,365.6,59,2924.8
109467,2066,284,2,2024-12-24,9,Low,282.81,45,2545.29
109468,1983,301,10,2024-02-06,5,Medium,174.94,13,874.7
109469,1469,65,6,2024-04-19,8,Medium,150.0,65,1200.0
109470,7729,306,9,2024-11-13,4,Low,406.84,27,1627.36
109471,7727,54,3,2024-03-09,4,High,251.39,53,1005.56
109472,6771,307,1,2024-04-25,2,High,134.77,38,269.54
109473,7207,299,10,2024-11-07,9,High,270.97,48,2438.73
109474,3801,320,1,2024-09-19,4,Medium,98.8,39,395.2
109475,1234,479,4,2024-11-08,7,Low,123.23,2,862.61
109476,1798,30,1,2024-10-16,5,High,383.14,73,1915.7
109477,6355,246,10,2024-03-07,6,Medium,342.76,17,2056.56
109478,565,210,2,2024-03-28,2,High,401.71,37,803.42
109479,3020,221,4,2024-06-22,9,Critical,191.53,25,1723.77
109480,1305,170,4,2024-06-04,5,Low,393.99,42,1969.95
109481,5953,422,11,2024-02-14,8,Medium,205.1,53,1640.8
109482,133,343,12,2024-04-05,6,High,123.78,37,742.68
109483,449,214,8,2024-05-14,3,High,461.23,39,1383.69
109484,6408,322,4,2024-02-15,5,Low,373.15,2,1865.75
109485,1831,69,3,2024-05-16,5,Medium,15.96,26,79.8
109486,2159,234,4,2024-01-15,1,Critical,229.23,6,229.23
109487,3627,15,5,2024-09-21,5,Medium,153.67,5,768.35
109488,850,445,5,2024-06-10,7,Low,51.82,48,362.74
109489,5358,480,4,2024-11-08,4,Medium,339.23,33,1356.92
109490,3963,366,10,2024-08-16,3,High,439.62,29,1318.86
109491,1481,134,2,2024-09-09,1,Low,472.94,71,472.94
109492,901,206,3,2024-08-31,6,Medium,188.49,49,1130.94
109493,4855,24,10,2024-02-07,3,Low,279.27,59,837.81
109494,1540,377,10,2024-01-14,1,Low,362.82,29,362.82
109495,1900,85,3,2024-02-10,5,High,32.27,36,161.35
109496,7005,142,5,2024-07-14,5,Medium,339.13,9,1695.65
109497,2945,140,11,2024-09-02,3,Medium,307.03,79,921.09
109498,4958,439,2,2024-01-27,1,Low,16.42,25,16.42
109499,5944,324,2,2024-08-09,2,Low,422.5,77,845.0
109500,3245,122,11,2024-01-13,6,Low,422.64,70,2535.84
109501,6337,300,12,2024-12-18,3,Medium,35.39,41,106.17
109502,515,341,10,2024-11-19,4,Low,376.33,60,1505.32
109503,6934,465,2,2024-02-04,8,Low,86.07,51,688.56
109504,5064,477,11,2024-10-01,8,Medium,23.28,40,186.24
109505,1592,179,6,2024-02-13,4,Medium,234.98,29,939.92
109506,7954,208,8,2024-08-18,9,Low,348.29,12,3134.61
109507,7577,466,10,2024-06-08,3,Critical,99.14,41,297.42
109508,7856,166,6,2024-04-15,7,Medium,224.36,16,1570.52
109509,7796,41,4,2024-02-14,8,Medium,193.39,41,1547.12
109510,84,122,8,2024-07-15,4,Medium,422.64,70,1690.56
109511,3743,499,4,2024-04-29,4,High,111.86,73,447.44
109512,4894,44,11,2024-08-14,6,High,474.15,17,2844.9
109513,2128,75,9,2024-12-02,4,High,46.16,36,184.64
109514,1602,480,8,2024-06-01,2,Medium,339.23,33,678.46
109515,7377,348,12,2024-12-26,3,Medium,315.88,64,947.64
109516,4618,272,4,2024-11-23,1,Medium,267.01,5,267.01
109517,1223,482,7,2024-04-25,8,Medium,61.01,30,488.08
109518,5691,434,11,2024-08-07,9,High,215.27,60,1937.43
109519,4330,478,10,2024-04-19,1,Medium,118.77,32,118.77
109520,1843,166,11,2024-09-08,5,Low,224.36,16,1121.8
109521,2292,250,9,2024-11-02,6,Low,273.18,73,1639.08
109522,5513,86,6,2024-11-13,3,High,147.67,20,443.01
109523,1590,389,1,2024-05-15,2,Low,85.14,22,170.28
109524,5566,137,6,2024-11-24,3,Low,230.77,26,692.31
109525,2897,333,8,2024-02-23,4,High,185.83,64,743.32
109526,4489,39,9,2024-02-13,5,High,51.57,18,257.85
109527,9,87,1,2024-05-05,8,Critical,475.7,62,3805.6
109528,4709,155,5,2024-12-12,9,Low,75.67,3,681.03
109529,6040,160,5,2024-10-16,9,Medium,114.35,39,1029.15
109530,6951,64,8,2024-09-28,5,Low,193.69,54,968.45
109531,715,223,7,2024-11-06,1,High,312.94,52,312.94
109532,1928,417,5,2024-09-04,8,Low,36.83,27,294.64
109533,7321,362,12,2024-06-24,7,Critical,374.53,36,2621.71
109534,110,346,6,2024-10-12,7,Low,276.34,20,1934.38
109535,4930,146,8,2024-07-05,7,Critical,339.07,39,2373.49
109536,266,204,6,2024-02-05,4,Medium,235.78,73,943.12
109537,5493,67,10,2024-04-09,1,Low,119.56,53,119.56
109538,3224,5,5,2024-01-23,8,Medium,200.71,2,1605.68
109539,6128,462,10,2024-12-14,2,High,225.97,41,451.94
109540,5072,59,1,2024-02-26,3,Medium,67.59,26,202.77
109541,5715,495,12,2024-08-10,7,Medium,153.64,67,1075.48
109542,955,76,8,2024-05-07,6,Low,281.39,59,1688.34
109543,7583,260,8,2024-06-25,2,Medium,493.39,76,986.78
109544,7051,248,6,2024-04-04,2,Medium,254.24,32,508.48
109545,5766,16,7,2024-05-12,1,Medium,171.05,37,171.05
109546,1350,75,7,2024-10-16,9,Low,46.16,36,415.44
109547,6816,356,12,2024-06-01,2,Medium,271.4,50,542.8
109548,1575,486,11,2024-05-02,6,High,126.71,22,760.26
109549,2224,377,2,2024-12-09,5,Low,362.82,29,1814.1
109550,6669,176,6,2024-03-17,4,Medium,464.03,32,1856.12
109551,7483,322,7,2024-11-26,4,Medium,373.15,2,1492.6
109552,7235,461,8,2024-06-16,9,Low,266.95,33,2402.55
109553,7096,136,2,2024-12-16,4,Low,131.2,23,524.8
109554,3832,428,10,2024-10-04,5,Low,231.59,71,1157.95
109555,7721,277,8,2024-11-29,1,Medium,485.04,60,485.04
109556,3256,282,11,2024-04-18,8,Low,337.64,77,2701.12
109557,1059,486,2,2024-05-18,3,High,126.71,22,380.13
109558,1958,419,9,2024-03-08,8,Medium,403.4,60,3227.2
109559,6649,399,2,2024-02-01,7,High,356.55,19,2495.85
109560,4945,168,3,2024-02-25,6,Medium,180.65,66,1083.9
109561,5059,30,8,2024-04-21,5,Critical,383.14,73,1915.7
109562,5922,322,11,2024-08-17,4,High,373.15,2,1492.6
109563,3148,336,6,2024-11-03,1,High,410.13,30,410.13
109564,2520,269,9,2024-09-26,8,Low,94.95,79,759.6
109565,3654,1,8,2024-08-27,6,High,257.57,19,1545.42
109566,7914,171,10,2024-04-21,2,Medium,204.31,34,408.62
109567,2571,412,6,2024-02-24,3,Medium,461.21,24,1383.63
109568,2928,129,3,2024-11-03,9,Medium,408.32,26,3674.88
109569,7451,168,3,2024-04-06,6,Medium,180.65,66,1083.9
109570,3888,418,2,2024-01-14,8,Medium,174.25,72,1394.0
109571,7704,397,8,2024-12-16,1,High,351.36,59,351.36
109572,6418,61,10,2024-01-15,9,Low,375.56,46,3380.04
109573,7707,117,5,2024-05-08,2,Critical,493.77,62,987.54
109574,6198,322,9,2024-07-18,7,Medium,373.15,2,2612.05
109575,7223,123,5,2024-02-24,8,Medium,420.78,72,3366.24
109576,888,260,5,2024-08-04,6,Medium,493.39,76,2960.34
109577,745,473,8,2024-02-23,9,Low,22.44,54,201.96
109578,6421,226,8,2024-08-05,5,Low,376.26,72,1881.3
109579,3515,397,12,2024-08-14,6,High,351.36,59,2108.16
109580,2931,292,2,2024-07-29,5,High,128.78,33,643.9
109581,5538,352,8,2024-07-23,9,Low,174.1,17,1566.9
109582,2680,445,7,2024-03-20,7,Medium,51.82,48,362.74
109583,5345,186,12,2024-07-04,9,High,73.15,30,658.35
109584,6714,85,12,2024-05-01,3,High,32.27,36,96.81
109585,7423,218,6,2024-06-08,3,High,376.65,11,1129.95
109586,176,143,3,2024-06-26,3,Medium,312.88,48,938.64
109587,566,477,5,2024-08-27,8,Low,23.28,40,186.24
109588,3218,90,2,2024-05-31,5,Low,313.86,66,1569.3
109589,6915,341,11,2024-03-16,5,Medium,376.33,60,1881.65
109590,5784,268,9,2024-09-28,2,Medium,149.7,59,299.4
109591,5505,76,5,2024-11-26,2,Medium,281.39,59,562.78
109592,4358,69,8,2024-04-03,2,Low,15.96,26,31.92
109593,4627,445,5,2024-12-18,5,Medium,51.82,48,259.1
109594,5974,298,10,2024-06-09,5,Medium,245.76,59,1228.8
109595,1395,474,9,2024-11-20,1,Medium,86.51,20,86.51
109596,5803,160,12,2024-05-24,1,Critical,114.35,39,114.35
109597,7035,386,11,2024-07-06,4,Medium,206.42,2,825.68
109598,1221,8,1,2024-03-03,1,High,54.73,69,54.73
109599,948,219,6,2024-10-16,5,Medium,100.42,62,502.1
109600,585,485,8,2024-09-28,3,High,329.85,26,989.55
109601,2863,310,12,2024-06-27,7,Low,301.86,5,2113.02
109602,1621,392,7,2024-12-30,9,Medium,309.61,67,2786.49
109603,3356,88,2,2024-04-22,5,Low,446.23,73,2231.15
109604,2350,141,2,2024-09-21,4,High,122.03,7,488.12
109605,5252,29,11,2024-10-09,3,Medium,80.07,25,240.21
109606,3192,13,10,2024-06-24,2,Low,319.6,12,639.2
109607,5848,314,1,2024-12-30,2,High,465.47,23,930.94
109608,3208,63,1,2024-03-31,8,Medium,481.46,2,3851.68
109609,6772,343,3,2024-08-30,8,Low,123.78,37,990.24
109610,6717,175,3,2024-10-06,1,Low,82.07,18,82.07
109611,2577,463,11,2024-07-24,1,High,206.37,8,206.37
109612,6178,216,8,2024-10-20,7,High,145.67,63,1019.69
109613,532,235,9,2024-12-30,6,Low,270.98,5,1625.88
109614,1232,87,5,2024-08-07,7,Medium,475.7,62,3329.9
109615,1994,74,1,2024-11-11,2,Medium,496.55,11,993.1
109616,1698,294,2,2024-01-24,4,High,309.2,19,1236.8
109617,3371,69,11,2024-01-15,8,High,15.96,26,127.68
109618,1546,69,4,2024-06-04,2,Medium,15.96,26,31.92
109619,3166,223,9,2024-09-26,6,Low,312.94,52,1877.64
109620,1438,424,12,2024-05-18,3,Low,460.73,79,1382.19
109621,371,385,5,2024-01-01,2,Low,295.86,32,591.72
109622,4505,386,9,2024-11-02,1,Medium,206.42,2,206.42
109623,5503,369,1,2024-08-04,5,Low,64.21,6,321.05
109624,7609,285,9,2024-11-05,5,Medium,290.09,62,1450.45
109625,5998,122,8,2024-11-17,8,High,422.64,70,3381.12
109626,5567,263,11,2024-07-12,5,Medium,59.87,79,299.35
109627,7787,221,1,2024-04-12,2,Medium,191.53,25,383.06
109628,617,441,7,2024-07-23,4,Low,97.24,71,388.96
109629,4167,311,5,2024-11-27,5,High,241.07,45,1205.35
109630,4015,457,10,2024-03-15,4,Critical,286.77,38,1147.08
109631,4180,164,8,2024-12-14,3,High,299.06,13,897.18
109632,2257,263,4,2024-03-15,1,Critical,59.87,79,59.87
109633,4355,92,2,2024-01-04,3,High,102.18,73,306.54
109634,3311,266,1,2024-03-05,2,Low,88.73,5,177.46
109635,5422,336,7,2024-06-03,7,Medium,410.13,30,2870.91
109636,7400,74,1,2024-08-14,1,Medium,496.55,11,496.55
109637,932,423,9,2024-05-03,1,Low,273.32,8,273.32
109638,2330,314,1,2024-02-21,8,High,465.47,23,3723.76
109639,394,90,6,2024-11-28,7,High,313.86,66,2197.02
109640,2466,354,2,2024-04-04,7,Low,399.07,65,2793.49
109641,3278,482,11,2024-02-26,9,Medium,61.01,30,549.09
109642,7432,296,6,2024-01-11,7,Low,294.81,40,2063.67
109643,5431,398,6,2024-03-14,4,Low,462.02,6,1848.08
109644,7003,466,5,2024-02-06,8,Medium,99.14,41,793.12
109645,1930,129,5,2024-05-23,7,Critical,408.32,26,2858.24
109646,5817,401,8,2024-03-09,3,Medium,292.38,69,877.14
109647,626,49,7,2024-03-25,5,Low,390.8,57,1954.0
109648,7247,86,5,2024-11-15,2,Low,147.67,20,295.34
109649,5989,485,4,2024-09-20,9,Medium,329.85,26,2968.65
109650,7510,144,1,2024-10-17,6,High,185.5,72,1113.0
109651,5933,135,2,2024-09-17,7,High,426.33,17,2984.31
109652,4658,399,10,2024-05-20,2,High,356.55,19,713.1
109653,2880,115,7,2024-09-17,2,Low,194.47,47,388.94
109654,3167,277,10,2024-09-28,9,Medium,485.04,60,4365.36
109655,5890,66,11,2024-08-30,1,Medium,435.61,51,435.61
109656,5037,187,1,2024-10-02,4,Medium,72.74,25,290.96
109657,3423,432,9,2024-10-10,9,Low,96.43,53,867.87
109658,2110,345,6,2024-02-23,5,Medium,198.11,68,990.55
109659,1166,201,5,2024-07-26,4,Critical,96.74,65,386.96
109660,5962,468,6,2024-12-17,3,Medium,473.6,76,1420.8
109661,2782,434,1,2024-09-23,6,Medium,215.27,60,1291.62
109662,1892,138,2,2024-07-23,1,Critical,73.29,7,73.29
109663,3183,52,7,2024-09-17,1,Medium,454.11,40,454.11
109664,1640,213,6,2024-05-14,9,Medium,438.05,70,3942.45
109665,5647,452,7,2024-01-22,6,Medium,450.05,77,2700.3
109666,782,158,12,2024-05-09,5,Low,313.95,40,1569.75
109667,5791,290,6,2024-12-25,5,Medium,218.46,40,1092.3
109668,7325,350,7,2024-12-11,1,Medium,470.52,12,470.52
109669,6683,206,7,2024-04-02,1,Medium,188.49,49,188.49
109670,4693,342,6,2024-05-05,5,Low,256.33,79,1281.65
109671,2057,321,8,2024-09-06,2,High,42.58,31,85.16
109672,2324,316,7,2024-07-30,6,High,482.86,10,2897.16
109673,2275,136,9,2024-09-15,8,Medium,131.2,23,1049.6
109674,2234,75,5,2024-12-26,9,Low,46.16,36,415.44
109675,2639,449,12,2024-05-13,1,Low,42.87,72,42.87
109676,3288,69,12,2024-05-08,6,Medium,15.96,26,95.76
109677,2481,441,8,2024-07-29,4,High,97.24,71,388.96
109678,2617,301,8,2024-12-25,9,Low,174.94,13,1574.46
109679,6800,49,8,2024-12-21,5,Low,390.8,57,1954.0
109680,356,202,4,2024-06-28,3,Low,53.46,53,160.38
109681,6987,62,9,2024-10-19,5,Medium,295.85,64,1479.25
109682,6137,167,10,2024-11-03,4,Medium,453.04,42,1812.16
109683,4488,205,4,2024-01-09,5,High,111.1,15,555.5
109684,4675,149,6,2024-02-04,1,Critical,264.88,17,264.88
109685,3347,484,11,2024-12-26,2,Low,97.49,77,194.98
109686,7662,121,6,2024-06-21,4,Low,485.26,80,1941.04
109687,5737,309,2,2024-02-18,4,Low,382.51,7,1530.04
109688,3523,429,12,2024-10-22,7,Medium,120.06,3,840.42
109689,2468,97,7,2024-08-02,1,Low,487.45,43,487.45
109690,6105,377,7,2024-01-08,5,High,362.82,29,1814.1
109691,5820,491,1,2024-05-22,6,Medium,416.81,44,2500.86
109692,164,412,5,2024-02-11,2,Medium,461.21,24,922.42
109693,6923,53,9,2024-03-27,5,Medium,64.49,12,322.45
109694,3635,9,10,2024-04-09,9,Critical,166.46,20,1498.14
109695,4734,493,5,2024-08-28,2,Medium,337.36,75,674.72
109696,3664,331,10,2024-04-24,4,Low,335.95,17,1343.8
